id_servicio,tipo,habitacion,edificio,seccion,bellboy,hora_solicitud,hora_asignacion,hora_entrega,hora_limite_salida,tiempo_total_servicio,tiempo_espera_asignacion,a_tiempo,hora_del_dia
SRV_161,Check-out,3775,Piña,Sur,BB_07,2026-03-15 10:41:00,2026-03-15 11:01:00,2026-03-15 11:27:00,2026-03-15 11:41:00,46.0,20.0,True,10
SRV_162,Check-out,1600,Piñata,Norte,BB_24,2026-03-15 10:09:00,2026-03-15 10:21:00,2026-03-15 10:38:00,2026-03-15 11:09:00,29.0,12.0,True,10
SRV_163,Check-out,1640,Piñata,Norte,BB_11,2026-03-15 11:28:00,2026-03-15 11:37:00,2026-03-15 12:06:00,2026-03-15 12:28:00,38.0,9.0,True,11
SRV_164,Check-in,1965,Luna,Norte,BB_27,2026-03-15 12:02:00,2026-03-15 12:10:00,2026-03-15 12:39:00,,37.0,8.0,False,12
SRV_165,Check-in,4049,Toronja,Sur,BB_34,2026-03-15 15:55:00,2026-03-15 16:13:00,2026-03-15 16:42:00,,47.0,18.0,False,15
SRV_166,Check-out,3954,Toronja,Sur,BB_09,2026-03-15 10:02:00,2026-03-15 10:10:00,2026-03-15 10:35:00,2026-03-15 11:02:00,33.0,8.0,True,10
SRV_167,Check-in,3407,Mango,Sur,BB_19,2026-03-15 17:58:00,2026-03-15 18:04:00,2026-03-15 18:14:00,,16.0,6.0,True,17
SRV_168,Check-out,3416,Mango,Sur,BB_22,2026-03-15 11:19:00,2026-03-15 11:24:00,2026-03-15 11:38:00,2026-03-15 12:19:00,19.0,5.0,True,11
SRV_169,Check-in,1171,Sombrero,Norte,BB_14,2026-03-15 14:09:00,2026-03-15 14:24:00,2026-03-15 14:48:00,,39.0,15.0,False,14
SRV_170,Check-out,3937,Toronja,Sur,BB_32,2026-03-15 10:51:00,2026-03-15 11:01:00,2026-03-15 11:21:00,2026-03-15 11:51:00,30.0,10.0,True,10
SRV_171,Check-in,1435,Piñata,Norte,BB_20,2026-03-15 15:22:00,2026-03-15 15:30:00,2026-03-15 15:48:00,,26.0,8.0,True,15
SRV_172,Check-out,1462,Piñata,Norte,BB_03,2026-03-15 10:39:00,2026-03-15 10:48:00,2026-03-15 11:09:00,2026-03-15 11:39:00,30.0,9.0,True,10
SRV_173,Check-in,3975,Toronja,Sur,BB_12,2026-03-15 12:21:00,2026-03-15 12:35:00,2026-03-15 12:48:00,,27.0,14.0,True,12
SRV_174,Check-out,1959,Luna,Norte,BB_24,2026-03-15 12:45:00,2026-03-15 13:00:00,2026-03-15 13:26:00,2026-03-15 13:45:00,41.0,15.0,True,12
SRV_175,Check-in,2010,Estrella,Norte,BB_03,2026-03-15 11:36:00,2026-03-15 11:47:00,2026-03-15 12:15:00,,39.0,11.0,False,11
SRV_176,Check-in,2101,Estrella,Norte,BB_19,2026-03-15 15:50:00,2026-03-15 15:55:00,2026-03-15 16:08:00,,18.0,5.0,True,15
SRV_177,Check-out,116,Villa 1,Golf,BB_33,2026-03-15 09:05:00,2026-03-15 09:23:00,2026-03-15 09:33:00,2026-03-15 10:05:00,28.0,18.0,True,9
SRV_178,Check-out,3619,Piña,Sur,BB_10,2026-03-15 09:24:00,2026-03-15 09:49:00,2026-03-15 10:01:00,2026-03-15 10:24:00,37.0,25.0,True,9
SRV_179,Check-out,3311,Mango,Sur,BB_14,2026-03-15 09:06:00,2026-03-15 09:28:00,2026-03-15 09:49:00,2026-03-15 10:06:00,43.0,22.0,True,9
SRV_180,Check-out,1422,Piñata,Norte,BB_07,2026-03-15 11:35:00,2026-03-15 11:44:00,2026-03-15 12:03:00,2026-03-15 12:35:00,28.0,9.0,True,11
SRV_181,Check-out,1953,Luna,Norte,BB_19,2026-03-15 10:03:00,2026-03-15 10:21:00,2026-03-15 10:39:00,2026-03-15 11:03:00,36.0,18.0,True,10
SRV_182,Check-out,3809,Piña,Sur,BB_04,2026-03-15 11:04:00,2026-03-15 11:24:00,2026-03-15 11:53:00,2026-03-15 12:04:00,49.0,20.0,True,11
SRV_183,Check-in,303,Villa 3,Golf,BB_20,2026-03-15 15:29:00,2026-03-15 15:35:00,2026-03-15 15:49:00,,20.0,6.0,True,15
SRV_184,Check-out,4072,Toronja,Sur,BB_29,2026-03-15 11:30:00,2026-03-15 11:46:00,2026-03-15 12:14:00,2026-03-15 12:30:00,44.0,16.0,True,11
SRV_185,Check-out,1217,Sombrero,Norte,BB_03,2026-03-15 11:12:00,2026-03-15 11:35:00,2026-03-15 11:46:00,2026-03-15 12:12:00,34.0,23.0,True,11
SRV_186,Check-out,3568,Mango,Sur,BB_18,2026-03-15 12:47:00,2026-03-15 13:09:00,2026-03-15 13:36:00,2026-03-15 13:47:00,49.0,22.0,True,12
SRV_187,Check-out,3601,Piña,Sur,BB_10,2026-03-15 11:49:00,2026-03-15 11:56:00,2026-03-15 12:24:00,2026-03-15 12:49:00,35.0,7.0,True,11
SRV_188,Check-out,1856,Luna,Norte,BB_05,2026-03-15 11:51:00,2026-03-15 11:59:00,2026-03-15 12:25:00,2026-03-15 12:51:00,34.0,8.0,True,11
SRV_189,Check-out,1647,Piñata,Norte,BB_12,2026-03-15 09:20:00,2026-03-15 09:27:00,2026-03-15 09:50:00,2026-03-15 10:20:00,30.0,7.0,True,9
SRV_190,Check-out,3305,Mango,Sur,BB_13,2026-03-15 10:32:00,2026-03-15 10:42:00,2026-03-15 10:54:00,2026-03-15 11:32:00,22.0,10.0,True,10
SRV_191,Check-in,3350,Mango,Sur,BB_22,2026-03-15 11:54:00,2026-03-15 12:00:00,2026-03-15 12:22:00,,28.0,6.0,True,11
SRV_192,Check-out,1239,Sombrero,Norte,BB_08,2026-03-15 12:01:00,2026-03-15 12:17:00,2026-03-15 12:33:00,2026-03-15 13:01:00,32.0,16.0,True,12
SRV_193,Check-out,3905,Toronja,Sur,BB_11,2026-03-15 10:22:00,2026-03-15 10:47:00,2026-03-15 11:14:00,2026-03-15 11:22:00,52.0,25.0,True,10
SRV_194,Check-in,3420,Mango,Sur,BB_05,2026-03-15 13:44:00,2026-03-15 13:51:00,2026-03-15 14:13:00,,29.0,7.0,True,13
SRV_195,Check-out,1835,Luna,Norte,BB_20,2026-03-15 10:02:00,2026-03-15 10:25:00,2026-03-15 10:45:00,2026-03-15 11:02:00,43.0,23.0,True,10
SRV_196,Check-in,3409,Mango,Sur,BB_21,2026-03-15 14:11:00,2026-03-15 14:19:00,2026-03-15 14:40:00,,29.0,8.0,True,14
SRV_197,Check-out,3466,Mango,Sur,BB_10,2026-03-15 11:29:00,2026-03-15 11:49:00,2026-03-15 11:59:00,2026-03-15 12:29:00,30.0,20.0,True,11
SRV_198,Check-out,1454,Piñata,Norte,BB_17,2026-03-15 12:45:00,2026-03-15 12:54:00,2026-03-15 13:22:00,2026-03-15 13:45:00,37.0,9.0,True,12
SRV_199,Check-in,3500,Mango,Sur,BB_04,2026-03-15 12:24:00,2026-03-15 12:42:00,2026-03-15 12:53:00,,29.0,18.0,True,12
SRV_200,Check-out,3641,Piña,Sur,BB_33,2026-03-15 11:57:00,2026-03-15 12:07:00,2026-03-15 12:20:00,2026-03-15 12:57:00,23.0,10.0,True,11
SRV_201,Check-out,3923,Toronja,Sur,BB_35,2026-03-15 10:57:00,2026-03-15 11:17:00,2026-03-15 11:35:00,2026-03-15 11:57:00,38.0,20.0,True,10
SRV_202,Check-out,1607,Piñata,Norte,BB_25,2026-03-15 10:53:00,2026-03-15 11:04:00,2026-03-15 11:20:00,2026-03-15 11:53:00,27.0,11.0,True,10
SRV_203,Check-out,1877,Luna,Norte,BB_29,2026-03-15 10:37:00,2026-03-15 10:57:00,2026-03-15 11:25:00,2026-03-15 11:37:00,48.0,20.0,True,10
SRV_204,Check-out,3546,Mango,Sur,BB_04,2026-03-15 09:27:00,2026-03-15 09:37:00,2026-03-15 09:54:00,2026-03-15 10:27:00,27.0,10.0,True,9
SRV_205,Check-in,401,Villa 4,Golf,BB_01,2026-03-15 14:56:00,2026-03-15 15:16:00,2026-03-15 15:35:00,,39.0,20.0,False,14
SRV_206,Check-out,1118,Sombrero,Norte,BB_13,2026-03-15 10:41:00,2026-03-15 10:59:00,2026-03-15 11:21:00,2026-03-15 11:41:00,40.0,18.0,True,10
SRV_207,Check-out,1277,Sombrero,Norte,BB_26,2026-03-15 10:56:00,2026-03-15 11:08:00,2026-03-15 11:24:00,2026-03-15 11:56:00,28.0,12.0,True,10
SRV_208,Check-in,3489,Mango,Sur,BB_29,2026-03-15 17:46:00,2026-03-15 17:51:00,2026-03-15 18:05:00,,19.0,5.0,True,17
SRV_209,Check-in,3400,Mango,Sur,BB_07,2026-03-15 12:32:00,2026-03-15 12:47:00,2026-03-15 13:13:00,,41.0,15.0,False,12
SRV_210,Check-in,3470,Mango,Sur,BB_01,2026-03-15 17:05:00,2026-03-15 17:29:00,2026-03-15 17:55:00,,50.0,24.0,False,17
SRV_211,Check-out,3669,Piña,Sur,BB_32,2026-03-15 09:27:00,2026-03-15 09:41:00,2026-03-15 10:01:00,2026-03-15 10:27:00,34.0,14.0,True,9
SRV_212,Check-out,1443,Piñata,Norte,BB_07,2026-03-15 10:50:00,2026-03-15 11:01:00,2026-03-15 11:27:00,2026-03-15 11:50:00,37.0,11.0,True,10
SRV_213,Check-out,1453,Piñata,Norte,BB_35,2026-03-15 11:12:00,2026-03-15 11:32:00,2026-03-15 11:49:00,2026-03-15 12:12:00,37.0,20.0,True,11
SRV_214,Check-out,1521,Piñata,Norte,BB_11,2026-03-15 09:39:00,2026-03-15 09:44:00,2026-03-15 10:02:00,2026-03-15 10:39:00,23.0,5.0,True,9
SRV_215,Check-out,3626,Piña,Sur,BB_02,2026-03-15 10:11:00,2026-03-15 10:33:00,2026-03-15 10:48:00,2026-03-15 11:11:00,37.0,22.0,True,10
SRV_216,Check-in,3771,Piña,Sur,BB_30,2026-03-15 11:30:00,2026-03-15 11:51:00,2026-03-15 12:01:00,,31.0,21.0,False,11
SRV_217,Check-in,4109,Toronja,Sur,BB_34,2026-03-15 17:19:00,2026-03-15 17:25:00,2026-03-15 17:44:00,,25.0,6.0,True,17
SRV_218,Check-in,1959,Luna,Norte,BB_12,2026-03-15 16:55:00,2026-03-15 17:18:00,2026-03-15 17:45:00,,50.0,23.0,False,16
SRV_219,Check-in,1979,Luna,Norte,BB_01,2026-03-15 14:02:00,2026-03-15 14:09:00,2026-03-15 14:38:00,,36.0,7.0,False,14
SRV_220,Check-in,4040,Toronja,Sur,BB_04,2026-03-15 12:02:00,2026-03-15 12:12:00,2026-03-15 12:24:00,,22.0,10.0,True,12
SRV_221,Check-in,4001,Toronja,Sur,BB_06,2026-03-15 16:52:00,2026-03-15 17:00:00,2026-03-15 17:25:00,,33.0,8.0,False,16
SRV_222,Check-out,4086,Toronja,Sur,BB_21,2026-03-15 10:04:00,2026-03-15 10:29:00,2026-03-15 10:45:00,2026-03-15 11:04:00,41.0,25.0,True,10
SRV_223,Check-out,1450,Piñata,Norte,BB_09,2026-03-15 12:43:00,2026-03-15 13:04:00,2026-03-15 13:32:00,2026-03-15 13:43:00,49.0,21.0,True,12
SRV_224,Check-in,1660,Piñata,Norte,BB_13,2026-03-15 16:50:00,2026-03-15 17:06:00,2026-03-15 17:28:00,,38.0,16.0,False,16
SRV_225,Check-in,3686,Piña,Sur,BB_33,2026-03-15 14:36:00,2026-03-15 14:42:00,2026-03-15 14:57:00,,21.0,6.0,True,14
SRV_226,Check-in,1241,Sombrero,Norte,BB_34,2026-03-15 16:55:00,2026-03-15 17:13:00,2026-03-15 17:41:00,,46.0,18.0,False,16
SRV_227,Check-out,4115,Toronja,Sur,BB_18,2026-03-15 10:45:00,2026-03-15 11:09:00,2026-03-15 11:28:00,2026-03-15 11:45:00,43.0,24.0,True,10
SRV_228,Check-out,4034,Toronja,Sur,BB_35,2026-03-15 10:13:00,2026-03-15 10:33:00,2026-03-15 10:50:00,2026-03-15 11:13:00,37.0,20.0,True,10
SRV_229,Check-in,1561,Piñata,Norte,BB_06,2026-03-15 14:31:00,2026-03-15 14:51:00,2026-03-15 15:04:00,,33.0,20.0,False,14
SRV_230,Check-in,1210,Sombrero,Norte,BB_20,2026-03-15 18:32:00,2026-03-15 18:54:00,2026-03-15 19:06:00,,34.0,22.0,False,18
SRV_231,Check-in,3386,Mango,Sur,BB_13,2026-03-15 15:47:00,2026-03-15 16:03:00,2026-03-15 16:24:00,,37.0,16.0,False,15
SRV_232,Check-out,3848,Piña,Sur,BB_05,2026-03-15 10:20:00,2026-03-15 10:29:00,2026-03-15 10:53:00,2026-03-15 11:20:00,33.0,9.0,True,10
SRV_233,Check-in,3019,Chile,Sur,BB_18,2026-03-15 16:16:00,2026-03-15 16:33:00,2026-03-15 16:46:00,,30.0,17.0,True,16
SRV_234,Check-out,1510,Piñata,Norte,BB_33,2026-03-15 11:02:00,2026-03-15 11:19:00,2026-03-15 11:49:00,2026-03-15 12:02:00,47.0,17.0,True,11
SRV_235,Check-out,3655,Piña,Sur,BB_30,2026-03-15 09:45:00,2026-03-15 09:50:00,2026-03-15 10:01:00,2026-03-15 10:45:00,16.0,5.0,True,9
SRV_236,Check-in,2005,Estrella,Norte,BB_35,2026-03-15 14:41:00,2026-03-15 14:52:00,2026-03-15 15:15:00,,34.0,11.0,False,14
SRV_237,Check-out,4009,Toronja,Sur,BB_06,2026-03-15 10:53:00,2026-03-15 11:06:00,2026-03-15 11:28:00,2026-03-15 11:53:00,35.0,13.0,True,10
SRV_238,Check-in,3575,Mango,Sur,BB_02,2026-03-15 16:33:00,2026-03-15 16:46:00,2026-03-15 17:01:00,,28.0,13.0,True,16
SRV_239,Check-out,1654,Piñata,Norte,BB_33,2026-03-15 11:12:00,2026-03-15 11:33:00,2026-03-15 11:54:00,2026-03-15 12:12:00,42.0,21.0,True,11
SRV_240,Check-out,1976,Luna,Norte,BB_12,2026-03-15 10:41:00,2026-03-15 10:55:00,2026-03-15 11:17:00,2026-03-15 11:41:00,36.0,14.0,True,10
SRV_241,Check-in,1653,Piñata,Norte,BB_18,2026-03-15 15:08:00,2026-03-15 15:18:00,2026-03-15 15:28:00,,20.0,10.0,True,15
SRV_242,Check-out,4166,Toronja,Sur,BB_05,2026-03-15 09:01:00,2026-03-15 09:06:00,2026-03-15 09:16:00,2026-03-15 10:01:00,15.0,5.0,True,9
SRV_243,Check-out,1539,Piñata,Norte,BB_17,2026-03-15 11:34:00,2026-03-15 11:46:00,2026-03-15 11:56:00,2026-03-15 12:34:00,22.0,12.0,True,11
SRV_244,Check-in,1755,Luna,Norte,BB_09,2026-03-15 12:42:00,2026-03-15 12:47:00,2026-03-15 13:12:00,,30.0,5.0,True,12
SRV_245,Check-in,1784,Luna,Norte,BB_13,2026-03-15 13:31:00,2026-03-15 13:43:00,2026-03-15 13:59:00,,28.0,12.0,True,13
SRV_246,Check-in,1247,Sombrero,Norte,BB_17,2026-03-15 15:40:00,2026-03-15 15:58:00,2026-03-15 16:08:00,,28.0,18.0,True,15
SRV_247,Check-out,4077,Toronja,Sur,BB_18,2026-03-15 10:15:00,2026-03-15 10:26:00,2026-03-15 10:49:00,2026-03-15 11:15:00,34.0,11.0,True,10
SRV_248,Check-out,3430,Mango,Sur,BB_10,2026-03-15 11:12:00,2026-03-15 11:30:00,2026-03-15 11:42:00,2026-03-15 12:12:00,30.0,18.0,True,11
SRV_249,Check-out,1172,Sombrero,Norte,BB_32,2026-03-15 10:35:00,2026-03-15 11:00:00,2026-03-15 11:30:00,2026-03-15 11:35:00,55.0,25.0,True,10
SRV_250,Check-in,1771,Luna,Norte,BB_14,2026-03-15 12:02:00,2026-03-15 12:09:00,2026-03-15 12:31:00,,29.0,7.0,True,12
SRV_251,Check-out,1031,Sombrero,Norte,BB_04,2026-03-15 11:48:00,2026-03-15 11:59:00,2026-03-15 12:23:00,2026-03-15 12:48:00,35.0,11.0,True,11
SRV_252,Check-out,3414,Mango,Sur,BB_10,2026-03-15 10:56:00,2026-03-15 11:15:00,2026-03-15 11:26:00,2026-03-15 11:56:00,30.0,19.0,True,10
SRV_253,Check-out,1500,Piñata,Norte,BB_32,2026-03-15 10:28:00,2026-03-15 10:43:00,2026-03-15 11:10:00,2026-03-15 11:28:00,42.0,15.0,True,10
SRV_254,Check-out,604,Villa 6,Golf,BB_07,2026-03-15 12:31:00,2026-03-15 12:45:00,2026-03-15 12:56:00,2026-03-15 13:31:00,25.0,14.0,True,12
SRV_255,Check-in,3884,Piña,Sur,BB_07,2026-03-15 10:18:00,2026-03-15 10:24:00,2026-03-15 10:37:00,,19.0,6.0,True,10
SRV_256,Check-in,1235,Sombrero,Norte,BB_20,2026-03-15 15:11:00,2026-03-15 15:33:00,2026-03-15 16:01:00,,50.0,22.0,False,15
SRV_257,Check-out,4073,Toronja,Sur,BB_19,2026-03-15 11:10:00,2026-03-15 11:28:00,2026-03-15 11:50:00,2026-03-15 12:10:00,40.0,18.0,True,11
SRV_258,Check-in,1683,Piñata,Norte,BB_11,2026-03-15 14:34:00,2026-03-15 14:58:00,2026-03-15 15:12:00,,38.0,24.0,False,14
SRV_259,Check-out,3311,Mango,Sur,BB_34,2026-03-15 08:51:00,2026-03-15 09:16:00,2026-03-15 09:42:00,2026-03-15 09:51:00,51.0,25.0,True,8
SRV_260,Check-out,314,Villa 3,Golf,BB_30,2026-03-15 12:53:00,2026-03-15 13:08:00,2026-03-15 13:36:00,2026-03-15 13:53:00,43.0,15.0,True,12
SRV_261,Check-out,3823,Piña,Sur,BB_22,2026-03-15 11:57:00,2026-03-15 12:10:00,2026-03-15 12:36:00,2026-03-15 12:57:00,39.0,13.0,True,11
SRV_262,Check-out,4117,Toronja,Sur,BB_26,2026-03-15 11:46:00,2026-03-15 12:03:00,2026-03-15 12:33:00,2026-03-15 12:46:00,47.0,17.0,True,11
SRV_263,Check-in,3858,Piña,Sur,BB_32,2026-03-15 11:50:00,2026-03-15 11:58:00,2026-03-15 12:19:00,,29.0,8.0,True,11
SRV_264,Check-in,1805,Luna,Norte,BB_19,2026-03-15 15:55:00,2026-03-15 16:11:00,2026-03-15 16:22:00,,27.0,16.0,True,15
SRV_265,Check-in,4057,Toronja,Sur,BB_14,2026-03-15 14:00:00,2026-03-15 14:08:00,2026-03-15 14:19:00,,19.0,8.0,True,14
SRV_266,Check-out,3564,Mango,Sur,BB_26,2026-03-15 10:07:00,2026-03-15 10:18:00,2026-03-15 10:35:00,2026-03-15 11:07:00,28.0,11.0,True,10
SRV_267,Check-in,1628,Piñata,Norte,BB_06,2026-03-15 12:26:00,2026-03-15 12:36:00,2026-03-15 12:54:00,,28.0,10.0,True,12
SRV_268,Check-out,3461,Mango,Sur,BB_34,2026-03-15 10:59:00,2026-03-15 11:18:00,2026-03-15 11:42:00,2026-03-15 11:59:00,43.0,19.0,True,10
SRV_269,Check-in,1478,Piñata,Norte,BB_26,2026-03-15 14:17:00,2026-03-15 14:31:00,2026-03-15 14:50:00,,33.0,14.0,False,14
SRV_270,Check-in,3418,Mango,Sur,BB_15,2026-03-15 13:47:00,2026-03-15 13:57:00,2026-03-15 14:24:00,,37.0,10.0,False,13
SRV_271,Check-out,2217,Estrella,Norte,BB_35,2026-03-15 12:09:00,2026-03-15 12:18:00,2026-03-15 12:41:00,2026-03-15 13:09:00,32.0,9.0,True,12
SRV_272,Check-in,3203,Chile,Sur,BB_13,2026-03-15 16:46:00,2026-03-15 16:52:00,2026-03-15 17:19:00,,33.0,6.0,False,16
SRV_273,Check-out,1846,Luna,Norte,BB_19,2026-03-15 11:28:00,2026-03-15 11:36:00,2026-03-15 11:54:00,2026-03-15 12:28:00,26.0,8.0,True,11
SRV_274,Check-in,3751,Piña,Sur,BB_10,2026-03-15 13:56:00,2026-03-15 14:07:00,2026-03-15 14:17:00,,21.0,11.0,True,13
SRV_275,Check-in,3736,Piña,Sur,BB_07,2026-03-15 13:34:00,2026-03-15 13:58:00,2026-03-15 14:21:00,,47.0,24.0,False,13
SRV_276,Check-out,3355,Mango,Sur,BB_22,2026-03-15 10:44:00,2026-03-15 11:04:00,2026-03-15 11:34:00,2026-03-15 11:44:00,50.0,20.0,True,10
SRV_277,Check-out,1972,Luna,Norte,BB_26,2026-03-15 12:44:00,2026-03-15 13:01:00,2026-03-15 13:28:00,2026-03-15 13:44:00,44.0,17.0,True,12
SRV_278,Check-out,1176,Sombrero,Norte,BB_10,2026-03-15 11:44:00,2026-03-15 11:53:00,2026-03-15 12:22:00,2026-03-15 12:44:00,38.0,9.0,True,11
SRV_279,Check-out,3365,Mango,Sur,BB_24,2026-03-15 10:58:00,2026-03-15 11:05:00,2026-03-15 11:21:00,2026-03-15 11:58:00,23.0,7.0,True,10
SRV_280,Check-in,3401,Mango,Sur,BB_24,2026-03-15 13:21:00,2026-03-15 13:29:00,2026-03-15 13:44:00,,23.0,8.0,True,13
SRV_281,Check-out,1038,Sombrero,Norte,BB_07,2026-03-15 09:54:00,2026-03-15 10:07:00,2026-03-15 10:22:00,2026-03-15 10:54:00,28.0,13.0,True,9
SRV_282,Check-in,1264,Sombrero,Norte,BB_03,2026-03-15 13:38:00,2026-03-15 13:43:00,2026-03-15 13:54:00,,16.0,5.0,True,13
SRV_283,Check-in,3502,Mango,Sur,BB_06,2026-03-15 16:03:00,2026-03-15 16:16:00,2026-03-15 16:33:00,,30.0,13.0,True,16
SRV_284,Check-out,3785,Piña,Sur,BB_17,2026-03-15 12:44:00,2026-03-15 13:05:00,2026-03-15 13:30:00,2026-03-15 13:44:00,46.0,21.0,True,12
SRV_285,Check-in,1737,Luna,Norte,BB_02,2026-03-15 14:38:00,2026-03-15 15:03:00,2026-03-15 15:28:00,,50.0,25.0,False,14
SRV_286,Check-in,3585,Mango,Sur,BB_12,2026-03-15 15:32:00,2026-03-15 15:57:00,2026-03-15 16:24:00,,52.0,25.0,False,15
SRV_287,Check-out,1876,Luna,Norte,BB_32,2026-03-15 11:34:00,2026-03-15 11:52:00,2026-03-15 12:07:00,2026-03-15 12:34:00,33.0,18.0,True,11
SRV_288,Check-in,1830,Luna,Norte,BB_22,2026-03-15 10:42:00,2026-03-15 10:56:00,2026-03-15 11:12:00,,30.0,14.0,True,10
SRV_289,Check-in,1081,Sombrero,Norte,BB_10,2026-03-15 16:18:00,2026-03-15 16:43:00,2026-03-15 17:02:00,,44.0,25.0,False,16
SRV_290,Check-in,1657,Piñata,Norte,BB_28,2026-03-15 17:33:00,2026-03-15 17:52:00,2026-03-15 18:04:00,,31.0,19.0,False,17
SRV_291,Check-out,1805,Luna,Norte,BB_08,2026-03-15 10:15:00,2026-03-15 10:22:00,2026-03-15 10:41:00,2026-03-15 11:15:00,26.0,7.0,True,10
SRV_292,Check-out,1664,Piñata,Norte,BB_30,2026-03-15 11:40:00,2026-03-15 12:01:00,2026-03-15 12:19:00,2026-03-15 12:40:00,39.0,21.0,True,11
SRV_293,Check-out,3747,Piña,Sur,BB_28,2026-03-15 11:31:00,2026-03-15 11:56:00,2026-03-15 12:18:00,2026-03-15 12:31:00,47.0,25.0,True,11
SRV_294,Check-out,1255,Sombrero,Norte,BB_07,2026-03-15 09:17:00,2026-03-15 09:33:00,2026-03-15 09:59:00,2026-03-15 10:17:00,42.0,16.0,True,9
SRV_295,Check-out,1252,Sombrero,Norte,BB_18,2026-03-15 10:59:00,2026-03-15 11:20:00,2026-03-15 11:30:00,2026-03-15 11:59:00,31.0,21.0,True,10
SRV_296,Check-in,1009,Sombrero,Norte,BB_12,2026-03-15 15:00:00,2026-03-15 15:09:00,2026-03-15 15:30:00,,30.0,9.0,True,15
SRV_297,Check-in,1643,Piñata,Norte,BB_16,2026-03-15 12:15:00,2026-03-15 12:29:00,2026-03-15 12:54:00,,39.0,14.0,False,12
SRV_298,Check-out,1768,Luna,Norte,BB_21,2026-03-15 11:03:00,2026-03-15 11:23:00,2026-03-15 11:46:00,2026-03-15 12:03:00,43.0,20.0,True,11
SRV_299,Check-out,1071,Sombrero,Norte,BB_20,2026-03-15 10:30:00,2026-03-15 10:44:00,2026-03-15 11:12:00,2026-03-15 11:30:00,42.0,14.0,True,10
SRV_300,Check-in,3777,Piña,Sur,BB_30,2026-03-15 19:52:00,2026-03-15 20:01:00,2026-03-15 20:19:00,,27.0,9.0,True,19
SRV_301,Check-out,2203,Estrella,Norte,BB_16,2026-03-15 11:59:00,2026-03-15 12:13:00,2026-03-15 12:31:00,2026-03-15 12:59:00,32.0,14.0,True,11
SRV_302,Check-out,1659,Piñata,Norte,BB_18,2026-03-15 10:52:00,2026-03-15 11:00:00,2026-03-15 11:16:00,2026-03-15 11:52:00,24.0,8.0,True,10
SRV_303,Check-out,1852,Luna,Norte,BB_03,2026-03-15 12:28:00,2026-03-15 12:36:00,2026-03-15 12:48:00,2026-03-15 13:28:00,20.0,8.0,True,12
SRV_304,Check-in,110,Villa 1,Golf,BB_05,2026-03-15 16:25:00,2026-03-15 16:33:00,2026-03-15 16:46:00,,21.0,8.0,True,16
SRV_305,Check-in,3343,Mango,Sur,BB_34,2026-03-15 10:08:00,2026-03-15 10:22:00,2026-03-15 10:43:00,,35.0,14.0,False,10
SRV_306,Check-out,2110,Estrella,Norte,BB_16,2026-03-15 11:49:00,2026-03-15 12:14:00,2026-03-15 12:42:00,2026-03-15 12:49:00,53.0,25.0,True,11
SRV_307,Check-out,4043,Toronja,Sur,BB_15,2026-03-15 11:01:00,2026-03-15 11:22:00,2026-03-15 11:41:00,2026-03-15 12:01:00,40.0,21.0,True,11
SRV_308,Check-in,3430,Mango,Sur,BB_27,2026-03-15 16:51:00,2026-03-15 17:00:00,2026-03-15 17:25:00,,34.0,9.0,False,16
SRV_309,Check-out,2104,Estrella,Norte,BB_27,2026-03-15 11:23:00,2026-03-15 11:36:00,2026-03-15 12:06:00,2026-03-15 12:23:00,43.0,13.0,True,11
SRV_310,Check-out,3956,Toronja,Sur,BB_14,2026-03-15 10:25:00,2026-03-15 10:38:00,2026-03-15 11:08:00,2026-03-15 11:25:00,43.0,13.0,True,10
SRV_311,Check-out,1705,Luna,Norte,BB_26,2026-03-15 09:44:00,2026-03-15 10:06:00,2026-03-15 10:20:00,2026-03-15 10:44:00,36.0,22.0,True,9
SRV_312,Check-in,1115,Sombrero,Norte,BB_14,2026-03-15 15:48:00,2026-03-15 16:01:00,2026-03-15 16:29:00,,41.0,13.0,False,15
SRV_313,Check-out,1846,Luna,Norte,BB_12,2026-03-15 10:14:00,2026-03-15 10:31:00,2026-03-15 11:00:00,2026-03-15 11:14:00,46.0,17.0,True,10
SRV_314,Check-out,1219,Sombrero,Norte,BB_17,2026-03-15 08:37:00,2026-03-15 08:55:00,2026-03-15 09:23:00,2026-03-15 09:37:00,46.0,18.0,True,8
SRV_315,Check-in,412,Villa 4,Golf,BB_27,2026-03-15 13:42:00,2026-03-15 14:07:00,2026-03-15 14:26:00,,44.0,25.0,False,13
SRV_316,Check-in,4004,Toronja,Sur,BB_21,2026-03-15 12:23:00,2026-03-15 12:35:00,2026-03-15 12:59:00,,36.0,12.0,False,12
SRV_317,Check-out,3828,Piña,Sur,BB_20,2026-03-15 09:26:00,2026-03-15 09:34:00,2026-03-15 09:57:00,2026-03-15 10:26:00,31.0,8.0,True,9
SRV_318,Check-out,1270,Sombrero,Norte,BB_06,2026-03-15 12:57:00,2026-03-15 13:02:00,2026-03-15 13:25:00,2026-03-15 13:57:00,28.0,5.0,True,12
SRV_319,Check-out,1542,Piñata,Norte,BB_10,2026-03-15 10:05:00,2026-03-15 10:24:00,2026-03-15 10:44:00,2026-03-15 11:05:00,39.0,19.0,True,10
SRV_320,Check-out,1746,Luna,Norte,BB_33,2026-03-15 11:24:00,2026-03-15 11:40:00,2026-03-15 12:03:00,2026-03-15 12:24:00,39.0,16.0,True,11
